"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Cuba","CUB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","641.853307170666","766.106950711573","887.217197747857","1074.18706048586","1211.71040980348","1369.24507296144","1436.28560670467","1468.70934236951","1833.99085308811","2003.58284635436","2030.0410487021","2046.01018792448","2114.62071626848","2223.92089092318","2388.28577470352","2258.38914227803","2366.92120291665","2441.57594208547","2633.84738766203","2567.01706409298","2695.61486458131","2269.64557765794","2048.06883870462","2063.22212319205","2613.00503947034","2784.90260522494","2281.97555037471","2306.38394039568","2332.50821705533","2562.27410535087","2752.20378269319","2844.24443674985","3007.19307369322","3205.68839767994","3403.29616311163","3791.87300608904","4336.87332999361","4814.85487568512","4992.82449445836","5094.43756186586","5275.53260105122","6106.0067919258","6467.33791422804","6814.24384354868","7117.52691001591","7683.75789050585","8055.88990736388","8543.36096849045","8831.90722233737","9139.41585605765","9499.59020230432","",
"Curacao","CUW","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19446.4565747102","19886.6783682132","19762.739621629","19552.660553207","19260.269845345","18881.8306152417","18788.8072839326","18956.0979741907","19024.1771511889","16109.8617501685","17717.5964802588",
"Cayman Islands","CYM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87187.650903508","89963.9224435374","89707.4530947906","81401.2530844567","76875.9618232493","75438.3300106746","75468.8534358117","75688.0821511978","76613.4065500634","77298.6280551844","78861.1192668733","81258.0377580086","85234.8427208773","89871.9131394463","83329.4587744645","86568.7696368603",
"Cyprus","CYP","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","976.334228515625","1157.41162109375","1476.271484375","1929.40356445313","2559.259765625","4232.02294921875","4033.24047851563","4122.78466796875","4091.04858398438","4258.74365234375","4488.287109375","5642.63134765625","6690.578125","7645.6298828125","8038.9140625","9641.5751953125","9696.099609375","11310.072265625","10526.1416015625","11617.6923828125","15261.41015625","15139.2265625","14234.244140625","15092.826171875","15287.9189453125","14388.34765625","14821.447265625","16093.21484375","20252.23828125","23792.62109375","24959.259765625","26729.32421875","31244.92578125","35397.36328125","32109.2421875","31105.3984375","32486.4296875","28993.349609375","27799.119140625","27245.365234375","23487.125","24715.73046875","26697.171875","29418.935546875","29417.138671875","28036.189453125","31551.81640625",
"Czechia","CZE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3941.50309406941","2896.60913065504","3372.86542951101","3956.1783495613","4630.55121674353","5824.12129119574","6532.83705470198","6034.48843731935","6489.7036188033","6337.41912037126","6029.03819275358","6637.04165713981","8060.86870292424","9818.56849307488","11749.8526643577","13430.6698955613","15261.7975911138","18466.5479299216","22804.5776774507","19861.6974295256","19960.0684872157","21871.2660754128","19870.8012123403","20133.1691431353","19890.9199056648","17829.6983223668","18575.2320271915","20636.199952435","23424.4804601855","23664.8478631108","22992.8793833348","26821.2452279995",
"Germany","DEU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","2761.16683289339","3192.13361563743","3809.98144489456","5046.75510305815","5639.07762129679","6236.3588812986","6634.85689909309","7682.95377492882","9482.04284964716","11281.0233245081","12138.3081034267","10209.0731153846","9913.73764159395","9864.3449403866","9313.16941243118","9429.56921688214","13461.8310034147","16677.51078816","17931.2823228876","17764.376445833","22303.9613266628","23357.757725073","26438.2303888417","25522.6295733618","27076.60675014","31658.3493789135","30485.8665482279","26964.0494672673","27289.0593603191","26734.9425369252","23694.7604830673","23628.3272122367","25197.2656001848","30310.3575963774","34106.6581224001","34520.2396492496","36353.8803343631","41640.0808695147","45612.7106221441","41650.3678297162","41572.4559481507","46705.8957963353","43855.8544658618","46298.9229177341","48023.8699845462","41103.2564363768","42136.1207907991","44652.5891722719","47939.2782884504","46793.6867616004","46772.8253507545","51203.5544731043",
"Djibouti","DJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","850.965483600305","","825.546879502634","820.576772320546","785.294465409627","783.695854246259","735.730386933419","767.106235863007","762.475184062753","788.624473308358","790.51610670884","766.315696967451","752.749446680863","740.038953117996","745.206782171228","742.865697154312","747.779122941073","749.081632535869","771.374231644966","813.897943575246","852.890188282475","907.817943782596","980.031032399576","1131.63572564038","1164.25168346453","1227.82085311429","1322.72625083956","1418.46085811933","2102.19794830208","2239.11453821208","2409.31190224284","2545.73879850905","2655.73321960188","2755.83829341814","2876.04366371536","2917.9962809563","3150.43672926335",
"Dominica","DMA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","635.870192223773","788.242163905676","756.070785082576","997.624672275663","1125.80747972236","1232.72074280102","1365.24915913437","1517.41924406056","1668.97498411871","1897.9422666365","2144.79655468936","2430.589145476","2645.7626718537","2899.06060116621","3178.47533247947","3386.66598071622","3549.65267570625","3820.54501682237","3967.02680918227","4225.85063738231","4385.99454102993","4676.82716515001","4829.24188854492","4879.14977277925","4991.76417331157","4881.13879312496","5016.08823691755","5354.79919503019","5304.12609656574","5677.05117470908","6126.84949580624","6661.46504737997","7109.9782527814","7182.40020254419","7288.49794777466","7054.87597689432","7240.67911908479","7498.91752183776","7724.04241057376","8223.04145029796","7408.09130082314","7833.19501250117","8561.58701121461","7003.46989117043","7653.17187042868",
"Denmark","DNK","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","2487.13618090884","2700.74628964677","2776.13539044344","3151.13316134695","3464.45515573196","3845.50608879175","4654.29893603922","6119.37022218668","6770.75002682893","7999.11266676484","8787.58972193297","9783.85202151322","11826.0186130503","13751.998948016","13883.8871432732","12081.8010496077","11804.4328880134","11857.8921357231","11562.9190778487","12253.1002141785","17201.0888129674","21340.7278625524","22527.0467265631","21901.054745944","26891.4464489571","27011.3774590051","29569.6603567112","27597.9752286357","29995.5796235479","35351.3654606819","35650.7140860994","32835.9399398833","33368.142415092","33440.7948054204","30743.5476816354","30751.654348268","33228.6935448819","40458.7773986609","46511.5983324305","48799.8256011275","52026.9995142723","58487.0549677696","64322.0635020842","58163.2768762815","58041.3984363385","61753.647131977","58507.5080517852","61191.1937042028","62548.9847332908","53254.8563700916","54663.9983719195","57610.0981801135","61591.9288698958","59592.9806886454","60915.4243995462","68007.7566732954",
"Dominican Republic","DOM","GDP per capita (current US$)","NY.GDP.PCAP.CD","203.879750917293","191.907440848606","234.041924772604","258.760222652634","273.324719979383","229.559605367368","246.771454870595","251.842578431878","255.053503091676","282.68159966772","331.890709093269","362.295131505632","420.631472097978","483.346020960248","587.657288762142","704.833668301657","754.777455734303","854.992866827186","861.51380334579","977.414313605875","1174.69335279197","1284.78955163116","1374.46863904263","1499.96429276161","1845.56002256569","786.031742476935","934.06996449351","870.645581984456","786.384569332676","957.960092729778","992.238964207372","1349.8152730548","1562.52204746248","1726.62547910699","1896.01715716631","2114.09059968729","2276.70706082593","2456.10961846663","2616.74741010329","2631.74855107963","2845.8391666108","2953.24112018346","3085.52552800157","2399.49809124012","2468.43767294515","3903.8162379585","4080.05002687348","4676.07496287687","5053.32457734602","5002.14844186965","5509.56683713904","5859.37921671885","6049.47174094956","6171.29556968327","6533.66686007327","6838.93659408348","7191.07657188469","7513.49134309925","7947.15820732109","8173.33800656006","7167.91915908327","8476.75215730978",
"Algeria","DZA","GDP per capita (current US$)","NY.GDP.PCAP.CD","239.031069180472","209.915476909729","169.925636585617","225.821561764868","238.875869572293","253.30700673044","241.000619163419","261.364116375434","292.026617970057","315.5595377067","352.53098418319","359.82458217668","468.620824329436","588.906514752793","871.741887655878","989.395167072047","1074.41169567024","1223.97958849013","1495.20910297049","1829.88148430557","2259.75380990612","2291.76034878957","2260.3435861332","2359.59326397424","2510.02424125274","2617.72544861118","2783.44108544398","2829.90378173456","2437.3643243343","2235.25578329898","2431.55353132258","1749.28372012167","1794.6214527531","1825.87564404641","1522.82524628497","1466.54551114669","1619.53338860398","1634.46740988129","1610.30182620235","1602.8643126463","1780.37587355483","1754.58283816577","1794.811114232","2117.04754514758","2624.79523151946","3131.32853176212","3500.13541289238","3971.80348828223","4946.56401720759","3898.47970014449","4495.92044814301","5473.2805504316","5610.73089400516","5519.77757552373","5516.23060417242","4197.42136055142","3967.19945122178","4134.93671999429","4171.79501086373","4022.15018374716","3337.25251157504","3690.62787797599",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (current US$)","NY.GDP.PCAP.CD","90.7401745765614","79.9256379313962","72.0321744524767","76.0833473176419","85.7043157936028","97.3697548466945","103.625853302939","98.0192857289298","96.7066949408716","105.657980277643","114.21449936737","119.545039834898","132.273621859578","162.60199861872","180.03684893511","198.532774142068","198.299454042874","225.23290023585","214.944812372517","245.065584710877","278.524434067866","292.718817957621","302.149443443987","311.260312847749","331.986856035715","357.602074752577","350.823513072093","340.788334669187","371.445154624242","395.082513410797","416.769540145555","445.180159521136","491.885332474989","532.609044292148","632.406438074318","770.301271914475","873.730691768253","893.57694975184","804.44324693233","875.836653164948","954.657418828236","1007.25943205304","1104.74107273497","1238.72313962871","1425.59793264539","1637.97659949104","1956.72636550755","2454.31497511579","3080.63017194086","3316.79893740615","4006.36550144854","4860.8712070876","5376.041081452","5882.27240598661","6291.46486419249","6501.86882881589","6591.28234259783","7149.20764686243","7944.55123362633","8169.16783730136","8262.4792534288","9771.64820574671",
"Early-demographic dividend","EAR","GDP per capita (current US$)","NY.GDP.PCAP.CD","161.524498704103","158.494146508401","159.245205816447","164.724236120247","183.960279291861","194.384061397623","187.340447464897","192.122916075116","203.068650919716","221.038515344754","228.179569778085","241.259120744033","257.562061611264","321.157870773906","438.422222017906","460.026534349763","490.361172036179","534.969766713569","579.79689558796","687.920082950886","835.018632669558","909.39989492687","843.430552639937","828.64067285062","802.353568459453","804.596283034166","792.073470638375","779.106023535664","798.805338701565","795.467985004712","911.320669222062","941.567760011893","1013.19678290438","1090.2105064902","1123.66270445583","1129.43867723896","1206.5528633767","1264.1834890386","1222.51429150149","1268.94886200263","1354.97926055359","1318.61825135904","1259.71944933122","1378.31068496082","1577.92155687981","1809.90006364295","2036.19597611344","2370.95696664008","2632.78124048732","2502.89506547386","2988.44810454","3248.91217347131","3346.1088899292","3344.65579580508","3411.09671053088","3199.51964624212","3257.90121165383","3472.69762430483","3467.17819752254","3489.13106081302","3214.58080481208","3702.69278613251",
"East Asia & Pacific","EAS","GDP per capita (current US$)","NY.GDP.PCAP.CD","148.212315018321","148.45993853289","149.478647877804","162.824348995955","182.490465947499","198.447754305247","216.171856988732","228.686828444552","246.029421420114","276.177255644893","317.345408690648","343.020972272475","415.747056523852","535.775836822328","604.580178148082","649.900951383469","702.726725973152","824.498984612428","1024.32758520945","1095.51883660617","1166.7722034252","1266.98097870945","1221.93025805518","1279.56258289006","1350.02202312491","1403.42736432738","1805.21814994127","2085.80451804848","2469.39908141696","2532.56262653257","2605.90850060623","2899.94082005645","3126.50202881059","3451.76162247523","3861.09766169826","4331.68303680661","4124.72135817285","3898.12862069071","3449.91320852575","3814.88422716765","4089.05161206687","3769.10864472969","3796.53916963712","4141.30095719078","4609.60354809519","4881.34656235505","5134.81740212356","5695.52160336649","6518.96485653422","6661.465564809","7721.63086545277","8890.70399886466","9435.96166320117","9468.43989381281","9694.44878542979","9586.90102723108","9854.94632871873","10452.7190352562","11310.4988757878","11482.5316836638","11475.4625106863","13041.7811855841",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2419.39477611637","2320.55115380961","2467.88424815803","2387.65060288237","2180.61488629635","2135.47863053898","1829.90270586432","1956.32382479727","1973.02614851651","2056.22048040359","1903.76039777669","1597.0655664152","1788.4273287221","1766.92005011704","2024.53052976398","2552.66800895389","3380.68415397544","4272.2778340144","5231.17530545817","6713.52977126216","8288.2321678923","6465.36549823483","7789.00431240208","9625.51745022251","10208.4653502244","10750.4500674349","9890.46105678793","7458.33504588883","7044.3362886349","7864.64506529107","7994.78016760654","8129.88601672878","7441.46530668546","8758.93855271138",
"Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","1038.39746884114","1107.699899004","1148.23501037283","1259.02668092211","1382.10544695201","1547.06349234568","1838.41423187739","2316.76463052057","2598.56357868658","3014.01371757948","3110.59009043851","3501.32918212604","4244.30297186709","5157.28443887131","5801.90894464914","5130.13230075513","4914.27309343726","4739.936594623","4528.52857462041","4658.0507217856","6318.3076934756","7758.06213616276","8580.74164966594","8644.92767382622","10522.8886713116","10800.6366357679","11533.0494692693","10557.2805273253","11010.5637700199","12692.5448447777","12929.2275119008","12240.0214994924","12540.5340981164","12389.218133896","11666.8328484061","11768.7098549639","12865.1195493268","15599.8655596424","18128.2022828824","19225.5342850434","20749.8504590003","24158.4414492775","26480.3899409904","23197.2590506433","23640.5619374609","26148.3810084467","25090.2159755109","26086.2723067211","26316.5993060474","22556.5736435144","22379.6483458232","23643.4004470588","25243.7947296066","24870.2619868165","23984.2787277322","27152.4712288326",
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD","448.114881825904","369.114560234365","310.445047463093","362.380503972013","432.958583952709","447.234640452114","442.033326014093","451.289292470508","443.242390468776","518.95074989539","463.772595413305","433.671004346013","487.628965037949","579.092115198563","954.875122465054","1088.08191758235","1244.72753216403","1468.87420572267","1545.82368636329","1789.23116439117","2197.8681603298","2611.25421866976","2324.82995833234","1950.06035379929","1874.38263829255","1853.09253060359","1613.69747872541","1433.33260860995","1309.14384060501","1360.4874649822","1458.32687154356","1589.75217357078","1657.85872039798","1701.159458991","2001.17815885333","2113.2636522054","2142.3286405069","2349.21868534704","2293.65582793553","1582.75860694668","1451.53088517998","1904.81367007224","2184.209243808","2438.34368429156","2703.56567057465","3014.3100093159","3340.84090289849","3579.03224391806","4260.43318396471","4240.70259271564","4640.24634437845","5202.65645902066","5678.45572070003","6050.3546113274","6374.6314856366","6130.58667556768","6079.08873612077","6246.40425217932","6321.34940071717","6233.25816692363","5645.19928965332","5965.13287054416",
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","160.5747365455","166.956112159799","172.963857440933","178.65710803919","191.91857401303","231.217402368792","242.133278552616","255.971413977343","272.045353077779","243.313267214292","299.987199906961","335.846333857081","354.897615211466","356.250661142198","422.696046016662","495.328535561011","493.013175895483","600.043052116351","653.935441189967","697.897933742092","780.510528244187","802.217969374844","765.60573087841","644.219632529034","712.914876046603","751.187490181277","637.897597341886","697.726040479516","758.829619215034","826.718967131504","937.543150130502","1031.48807810504","1170.8047978923","1239.35356227086","1297.57469006096","1398.85983078672","1327.09651832991","1144.53239841974","1056.93720896595","1016.25388395628","1133.10546057176","1332.33941000282","1586.47292057972","1941.89997269337","2212.21814788932","2509.77203417522","2645.6225349104","3059.13542779204","3088.8908340843","3196.86138078687","3370.38244716015","3331.61246134688","2315.89662651245","2407.08654343598","2869.57658843903","3398.80143153083","3698.83498105861",
"Euro area","EMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","923.044700638531","1005.24976873336","1107.11300918757","1231.55264705135","1357.93037159993","1471.1799842064","1591.74874625381","1716.87143021077","1830.38810063818","2029.04354947651","2238.05528494335","2522.33181047869","3026.31071537862","3903.88510722584","4402.59851732049","5079.41474682765","5277.95195759942","5979.39615209801","7291.47511002283","8795.16410474042","9806.29939985584","8488.39112856904","8194.84811743937","7978.51752993742","7640.73179818507","7835.27321479132","10969.7886966257","13531.6325888083","14833.4655174316","15088.2697309619","18903.2829635424","19551.282697572","21471.1946903549","19566.8395683417","20594.6361840956","23693.8336403208","23912.0932607415","21809.2080605513","22380.0114348633","22219.2675461211","20215.5536922064","20450.576713307","22213.0024200121","27193.0019619636","31004.9761022314","31947.6679669722","33794.8222587519","38715.4438625534","42353.1861913285","38578.9213931293","37605.0366114852","40656.4414229299","37594.922746854","39119.9773324278","39913.1251181574","34388.8100100187","35164.067063767","37157.1132620842","40045.5660233161","39182.5483400922","38159.7299117801","42450.1537720293",
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248.341309436768","236.130124297588","260.312514902478","267.944681117364","306.322258244353","299.573125105612","320.966609421161","292.352238410153","295.19692403481","305.601464020916","286.29759578769","327.975798198817","401.374525156058","387.898961039094","420.528739757639","450.409713679088","459.178402670323","602.063223832873","504.972460176652","643.790042311239","","","","","","","","","","",
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1212.28932639401","1362.16552414021","1708.80862877366","2247.55337693219","2749.92466346596","3209.83744506281","3279.31267061507","3627.59066324096","4356.43922031196","5770.21461386463","6208.5780190814","5371.16643640984","5159.70864500142","4478.50028561471","4489.98893854814","4699.65576367274","6513.50328578924","8239.6138016479","9703.1238381095","10681.9712029257","13804.8767869937","14811.9028194881","16112.1889152156","13339.908563675","13415.2870010456","15471.962716535","16109.0843985284","14730.7971752046","15394.3514628249","15720.6405016061","14749.6874248766","15369.0011599444","17106.686576658","21510.8362454011","24907.0008505856","26429.1509449319","28389.0785799873","32591.3503065871","35510.7222312701","32169.5028548583","30532.4805081656","31677.9003083652","28322.9465923276","29077.1820557563","29513.6511800405","25754.36102944","26537.1594894542","28185.3213671969","30379.7211126422","29581.5185513299","26959.6754367326","30103.513733191",
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3134.38975345407","3380.92630243199","3682.95230146695","4093.39247738765","4140.93660232167","4070.60902410208","4505.85833233188","5341.62894677002","7203.52303786646","8914.10355674451","10412.6443137966","12639.4000677296","16744.5844516343","18204.9664786762","14711.7352728223","14663.0446126465","17487.8047830922","17403.2053254767","19056.0019226989","20261.0667303886","17402.0376128079","18295.3429322114","20437.765376736","23165.8494786437","23424.4847073518","23595.2436836441","27943.701219882",
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","204.498592651561","207.121076525424","224.083926181819","206.523099882426","235.338547384723","237.571522372809","245.667628373262","245.081084231988","248.432684802376","254.295254599846","269.614763064257","201.743502561167","164.165053540403","124.558149636587","133.341100582353","144.03164867784","140.269855485857","123.830522318538","118.333127942669","122.962293496623","119.261857260772","110.460874721483","117.860164733528","134.542486332684","160.076791772058","191.75129245508","240.347971955032","320.861089711683","373.893958712145","335.438495270931","348.001348291465","458.550920793057","490.791804039986","557.534148360438","630.31268211446","705.616304982959","755.751767671957","758.299059582623","840.449451464836","918.652594077418","925.077428048534",
"European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","1880.06708241965","2114.22919651285","2533.95543451033","3258.90759777692","3668.05417468687","4247.36720644447","4422.76044394583","4985.15534645802","6045.37582808097","7275.08966886932","8100.71292846717","7033.02800648874","6759.60044813372","6559.05391078578","6305.22614796849","6469.80346970791","9021.7853472628","11127.3886924305","12176.9989558154","12397.4807792788","15461.048939086","15971.6472294977","17509.950678576","15932.820281663","16835.202714678","19463.7665827946","19749.5283945114","18088.2684331828","18615.4108885331","18482.2884127879","16947.5956556045","17199.1186827755","18760.9815475403","22967.4878542293","26307.6099213687","27343.5634971045","29092.7015286646","33590.380802569","37049.5634785454","33483.3786180405","32969.7546545575","35768.2898913506","33170.5130990055","34564.1156811497","35278.8076893923","30484.5278875559","31175.1505246881","33089.2284586656","35751.2199668968","35079.4691496775","34330.3665256275","38411.062779601",
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","164.395871863286","179.285407951787","214.038286073062","212.30599969942","237.539354017169","284.613403174892","413.069525630464","453.074993375626","520.489211617889","559.099152700658","601.505598199397","742.111045116544","907.645904131366","1237.28503897004","1159.47658357239","966.519970297317","853.741653955197","851.699131265487","807.518088867706","813.92953227215","834.477897362722","810.421171706789","1141.83213236118","772.370649545676","686.951084925488","628.034677503014","588.299745829654","659.987619987535","667.115631782142","739.917470418729","716.637310702716","755.113907690847","858.553386693528","835.884173333474","802.430353425182","820.427489405971","1010.66141129762","1240.53659128555","1499.89170400813","1785.0088170537","2207.67039653413","1990.75482568179","2298.3164393264","2109.79769369317","2307.62419788276","2338.12525455417","2423.83689601186","1893.11941681257","1735.31051924837","1795.56953001091","1847.07640048575","1874.0720163942","1705.62649860763","1784.73432479422",
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","1179.35301099994","1327.427224366","1411.70239818044","1522.3192420995","1707.50393824701","1882.08685764849","2010.21345619725","2034.18904965478","1907.07727217667","2178.03525044982","2465.64481862422","2716.19009222861","3177.64570093734","4173.17304749428","5297.60781739462","6255.54464076423","6739.69071253255","7069.10573825616","7628.81571424906","9332.24526383769","11223.937563528","10926.817966566","10938.122061411","10497.479996566","10833.8662886935","11398.1059531509","14951.0467852887","18571.0599253579","22047.7933222595","23973.2394840041","28364.6450765922","25484.7392935746","22319.059460246","17608.8123902264","20301.333085866","26271.5998141691","25783.4504878611","24691.8728133698","26009.2694886182","26186.1900105755","24345.9148217032","24967.7925153182","26997.7529897788","32927.6802919408","37772.1781110398","39054.8504423825","41222.6020004611","48476.3927287052","53772.7942390019","47481.4845364339","46505.3031791811","51148.9316365833","47708.0612784469","49892.2233632732","50327.2402902632","42801.9081167285","43814.0265056965","46412.1364777169","49987.6261584968","48629.8582283032","49170.7521512441","53654.7502964259",
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","279.534497756784","282.215173939264","287.369351892853","293.292088819509","307.619584345668","313.606852799476","312.224375911363","328.781570669677","329.960210077899","352.415829136106","416.725385728676","460.500609147337","577.915872388794","764.410849386133","986.392047451641","1188.37014125076","1184.01657620662","1200.64465913218","1351.40910095177","1621.57801231535","1865.65457833635","1870.43550635819","1763.93043401332","1619.25981995616","1657.84135863613","1568.63864821225","1737.31194819699","1560.60217968309","1452.14611760956","1530.58166804683","1713.18988535426","1763.23577545856","1947.49232447082","2073.08523065471","2308.74600568836","2487.04028921562","2672.43577032827","2597.88426824428","2031.04239181069","2351.75227938285","2015.88117157355","1964.1327925183","2157.07659613693","2680.22550739435","3124.60738926325","3406.56825819596","3483.59718493626","3793.09738500959","3928.92173857964","3184.68912291481","3469.16591690207","4160.68402100408","4359.77534993306","4586.89792093973","5305.19092336933","5105.26262664449","5368.42324040397","5825.1292069741","6073.33638842434","5968.30055949885","4864.11704680273","4646.6127232145",
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","1333.88157286682","1430.43462423276","1585.73531130188","1758.85665897749","1928.99940153416","2060.29971514635","2209.0001728109","2363.66966905413","2553.97584327959","2767.61543140447","2870.15751000611","3180.3374404808","3865.92540043539","4984.19668411585","5345.89603453613","6717.43948868856","6899.06957775716","7566.66255936088","9299.74737338897","11213.0236211621","12738.5200524368","11116.86105785","10501.6091345216","9998.97521903088","9430.06964816743","9778.08530538681","13566.6607729285","16340.7259713299","17727.5108342779","17747.5815980944","21865.5552539348","21675.7060879719","23814.227367599","22380.331904695","23496.367675721","26889.4250554833","26870.2852380937","24226.8846867539","24971.5744885632","24678.3910613218","22416.425417915","22449.3396931175","24288.2700193508","29627.92426353","33797.1624418436","34768.1759037525","36470.2128399313","41557.6235648179","45515.9617533473","41737.7635518137","40676.0647913181","43846.4660764798","40870.8523645734","42602.7179652667","43068.5487241739","36652.9223052178","37062.5335723829","38781.0494870836","41557.8548588876","40494.8982936276","39055.2829280754","43658.9789781222",
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24623.8423431176","24947.2666250958","23370.9009945655","25089.6438969763","27238.0738352118","31691.7501922357","35940.702903045","36440.3829625061","41762.5353538847","48365.7439459262","51432.2858398355","47410.663780103","48167.4534013716","51786.5967438257","50156.8509738445","55560.2517393911","60125.7721171364","52726.7422373484","56834.0685101682","59328.1747680852","62576.9899253899","63383.196148417","61980.2900239725","69010.3098011151",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1280.77158972015","","","1241.30225560583","1256.9335990091","1312.81122679946","1396.75193189801","1492.85518696186","1654.93343423581","1730.92435831398","1871.16853720645","1860.46084304142","2008.33242694511","1972.60188653699","1859.27042372653","1964.64373552591","1973.66392024314","2088.20954444136","2152.5252795941","2165.48682048718","2195.18715620947","2155.78169026723","2256.01135749054","2298.63645841833","2344.40346200197","2420.7490064763","2598.40360440538","2760.0113395546","2885.44124871393","3023.58544607879","2920.70086272777","2928.44878191958","2891.32210264749","3022.65362747328","3320.3549760029","3623.32933678299","3699.08151446862","3639.41269869588","3571.33676887856",
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD","275.585339885477","322.797125694508","347.684537820551","290.053632507377","399.532918273666","413.625221373958","442.376367910529","481.088520719266","513.359340268478","544.148930688338","542.208327434528","626.031581553483","691.814185576864","1137.72131873058","2379.66350958996","3252.61997862242","4434.34115885437","4042.63023830888","3355.37400806122","4149.96016970129","5713.20734816209","5023.08367095381","4582.16385118521","4181.09245906108","4273.31283405481","3899.57379067469","3866.27688577513","3626.23096020627","4121.06581054962","4376.76117781368","6055.06024847805","5349.45218237547","5390.53680724247","4109.89879857863","3832.09323427579","4419.79056934776","4948.75316189166","4514.99387102275","3705.81793161305","3758.16193587765","3991.15702215689","3844.56131246351","3976.64695098087","4724.25501012051","5483.14490740061","6570.96280419631","6873.45431163044","8036.9202578881","9732.22742799261","7325.90987146375","8399.59670299557","10273.7990117299","9348.5155721976","9250.08156410837","9255.36859701951","7090.45460996325","6722.1983928425","6975.69579258695","7694.90604516325","7523.8622784598","6680.08267035383","8635.32569443437",
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","1397.5948032844","1472.38571407868","1525.77585271032","1613.45688373392","1748.2881176141","1873.56777435421","1986.74715869685","2058.78188198056","1951.75859587532","2100.66786858672","2347.54431773747","2649.80151387223","3030.43251411977","3426.27622050378","3665.8627976419","4299.74561799284","4138.16778761535","4681.43993173038","5976.93816899991","7804.76208051155","10032.062080015","9599.30622221965","9146.07735701852","8691.51881306514","8179.19444064991","8652.21654247593","10611.112210096","13118.586534629","15987.1680775688","16239.2821960944","19095.4669984608","19900.7266505069","20487.1707852878","18389.0195675099","19709.2380983653","23202.4615775949","24440.3281377791","26781.362168176","28297.8659970584","28786.9592756835","28290.9725024578","27886.7985907797","30079.6600435049","34479.3929332278","40390.7858294925","42131.6993992712","44536.6197203512","50435.37028921","47429.9363403009","38821.1795827116","39693.1938701237","42150.6981408821","42485.5860695397","43449.0917173139","47447.5889322667","45071.0743234873","41146.0773555246","40621.334478632","43306.3083049317","42747.080460496","40318.5575660493","46510.2827819127",
