"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Bangladesh","BGD","GDP per capita (current US$)","NY.GDP.PCAP.CD","84.8253338246518","92.8551092483432","95.0478014475897","96.5522061868559","94.8675539144204","100.967871848022","106.855719284692","116.796315901058","116.940530170905","128.607921005704","133.142939939666","127.995447653055","90.6783655642567","113.665702670582","171.526205300576","260.351516093487","132.457485424647","123.514493421219","166.006422429598","190.035791699715","216.109852036488","235.038390676618","209.195741763058","193.409373077802","202.2878488379","232.165821783332","221.569619138886","241.794908533863","258.830536717302","274.3894237501","294.904656691568","283.382285281796","284.966977564282","292.425347405186","292.078819525013","322.087389769502","387.384863171262","395.318052357112","401.96518010266","404.486143135093","413.100185264402","410.048540904043","407.96296761642","440.714404819588","469.116458369252","492.808648889577","503.538332188534","552.338934530705","630.108979202923","698.521026204513","776.859576940281","856.381586098739","876.817545058129","973.773392636423","1108.51509983546","1236.00506049059","1659.96160523559","1815.6094264579","1963.41185467584","2122.07885124799","2233.30552399269","2457.92487986361",
"Bulgaria","BGR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","2238.80295786574","2234.81481573125","2169.00401089683","1852.81343442802","1963.57267618274","1914.55064658793","2260.4272811545","3132.30136036246","2511.39306259489","2477.0208179596","2366.52982128614","1267.73437541485","1211.98087810931","1278.24717346108","1148.4943993817","2258.28424761261","1470.10168683781","1361.3923860059","1820.40523184553","1659.71861105493","1621.24301844691","1770.91353394746","2092.95769387611","2719.49750761794","3389.70680201547","3899.90772068651","4523.0508329806","5888.77685220636","7271.39583653299","6988.23342017279","6853.00285388669","7849.16528274432","7432.47876568071","7681.93461995882","7901.78587639382","7074.68102325059","7569.47881476759","8366.29322145748","9446.71709419731","9879.33434282707","10129.8129597638","12221.4966064171",
"Bahrain","BHR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","8474.18836020654","9187.97962254238","9323.74981356581","9227.67973817044","9316.38055322895","8407.16363079749","6780.14379741552","7270.20031643672","7660.06661402143","7721.73788652967","8174.79723172088","8621.76704846767","8568.65805144955","9063.5653849584","9384.77188092589","9543.38936842945","9643.30869429956","9728.44632305414","9195.42560974637","9566.09549369908","12738.7741181575","12291.8326130535","12819.9959353139","14230.29675298","15777.9636408956","17705.235163895","19057.7989047138","20883.5480311994","23155.821449155","19448.1832553789","21186.8143292279","23741.5574626702","25102.726348527","25790.7303121382","25464.760097715","22795.4488576612","22867.1811196134","24349.9098701325","25415.8466249472","25869.1129129041","23501.9194628168","26562.9691354026",
"Bahamas, The","BHS","GDP per capita (current US$)","NY.GDP.PCAP.CD","1483.00368182207","1581.30397963404","1680.49484945793","1792.42227428747","1921.43723505182","2073.82969066231","2246.84945447817","2466.52008844272","2688.94425577987","3057.32296102325","3005.78439946974","3108.95437416976","3123.46377278902","3466.05497951571","3197.70234670092","2953.22491963087","3115.53838987656","3386.62638813683","3871.33980727016","5194.46237000173","5967.76788587365","6257.78659039464","6797.83096516882","7324.18655372676","8463.46499921216","9436.23274442434","9858.29572096139","10617.4052687995","10819.2680417121","11533.2607639373","11696.5113658614","11269.9505176448","11025.8783642405","10730.0009716689","11085.1471273516","11447.0178999446","11835.386789885","20415.7061749809","21665.3878591494","23991.7008043163","24849.6064784902","25234.1441512502","26590.1401788013","26204.8804986853","26393.4139538137","28280.870835298","28829.8493750425","29687.865215033","29013.6302870767","27120.6905452145","27046.6576651879","26644.9265775896","28059.6553953426","27389.6019706988","28720.6621934516","30206.2404347372","29887.1648786795","30969.8761966819","31738.2671569969","32610.4850490784","23862.7109929122","27478.3896289831",
"Bosnia and Herzegovina","BIH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","333.783179342536","497.682846633728","712.953645623129","907.125765793352","1000.3986424992","1128.27289180061","1332.12236478772","1382.80542024858","1602.6951437748","2031.32277450429","2451.82168073601","2741.11851892289","3170.11784995261","3936.94001256103","4846.77642113418","4542.28263659833","4507.05443324588","4981.03568097896","4688.37662297884","5025.07459738709","5196.86080042254","4599.90102879933","4858.77592634808","5255.80705791233","5936.10150173874","6011.37067052755","6012.06276705855","7143.3105484321",
"Belarus","BLR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2124.76794393518","1765.73589495833","1667.60505703409","1590.08811711411","1460.06550035512","1370.69928282291","1452.5071047646","1396.44201900881","1511.32531567314","1210.6117195862","1276.2880341","1244.37318523431","1479.31458271677","1819.76605926177","2378.62328600741","3125.81053502853","3847.43412382153","4735.65760793999","6377.36973201232","5352.5839116007","6033.6862392722","6527.17386871642","6953.13251493684","7998.12523878099","8341.39967861093","5967.05220384914","5039.68188628499","5785.67067254068","6360.06247301284","6837.71782606351","6542.79749130553","7302.25779418774",
"Belize","BLZ","GDP per capita (current US$)","NY.GDP.PCAP.CD","307.122179383923","319.59609109278","331.194357524252","341.378942484471","355.63638450141","382.208074075527","410.927008620925","425.266000168992","391.118481521607","400.401110682271","440.292237162497","481.004436337106","528.271786588194","617.486173652876","802.490858878914","902.640639922794","726.044081458988","863.911060851942","981.048419022119","1070.34825098891","1363.84021848925","1318.12706471324","1195.50897246882","1231.01245060973","1342.22769091103","1301.082641921","1385.47123071816","1643.94992738917","1831.01963922273","2065.72030949383","3009.49126179562","3212.45079426371","3644.26507758843","3867.60532915845","3888.29529876623","4021.00650435261","4057.85360274495","3997.84448016507","4063.90196836915","4189.35002771416","4642.1470345998","4687.62595727529","4816.65084555075","4916.70391442359","5106.05303386642","5212.66161390994","5475.72290971811","5707.11336494231","5656.40836062302","5348.9978387566","5397.29157482319","5521.36627642336","5645.89582239311","5887.93343545467","6068.08860885237","6142.47883269283","6148.70696109313","6100.99468097883","6059.16255306675","6210.56554311929","5266.87616004213","6228.26730928353",
"Bermuda","BMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","1902.40211884937","1961.5381691712","2020.38596495589","2020.2652474469","2199.72700682735","2282.21654621089","2630.85046638536","2982.7497043718","2830.18867924528","3053.7037037037","3387.27272727273","3866.30036630037","4343.17343173432","5009.2936802974","5853.93258426966","6509.43396226415","7261.27819548872","8370.78651685393","8876.86567164179","9613.38289962825","11218.2178159868","13425.9769663942","14166.1712925391","15902.0203826211","17469.8255675877","18269.5355197019","20450.6645289464","22411.7956749468","24253.1755188784","25517.9217212488","26841.5197383946","27700.3100591315","28669.6817134568","30900.6942794093","31476.0637221848","33989.7231613832","44826.7890701658","48478.8832504091","51371.7408069836","54245.459737293","56284.1686478094","58883.9594265967","62583.1002034588","66111.7252270035","70359.3191088798","75882.0338560339","95221.8588720301","104287.387498459","106935.486341979","101407.764031934","101875.28407346","97774.1620717428","98431.8651810241","99471.6388978631","98467.683993982","102005.62564189","106885.878489327","111820.581466347","113050.73688163","116153.166121638","107791.886435134","114090.328338579",
"Bolivia","BOL","GDP per capita (current US$)","NY.GDP.PCAP.CD","100.843655007569","107.45365755763","115.074812609559","121.347915704121","133.886394376275","146.853478067998","159.177348397781","175.962921253146","195.45768716071","207.224547843054","221.777464606411","233.694645723653","262.3418990387","257.630482126186","418.89675225354","468.955284157189","520.938038709432","601.693926632174","685.040186702621","788.064909361104","791.042222940542","1004.88090289908","933.735307338249","885.96519075484","986.812951618811","842.090233368438","607.082140451534","652.705759425579","675.715310255789","678.642158915079","685.942717677007","737.52308976805","763.263935544739","760.114652067627","777.418896247398","856.372546199509","925.851399498679","973.954846920913","1025.4156357625","981.754329498607","977.336055960911","930.878079500256","888.198576030752","892.351496886714","951.951622939377","1018.3089276776","1200.07058848844","1351.04292545957","1687.58339321012","1725.14628617645","1922.0495309392","2304.96983521132","2562.46678423329","2853.79716191598","3022.46288443562","2975.64881137847","3013.5027077617","3280.00821346382","3471.00695064499","3472.38083075685","3068.81255507604","3345.19658873831",
"Brazil","BRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","232.998762450445","229.336766423598","247.834299715922","291.404006118712","254.838581035491","265.475397633938","325.173107406638","348.021102794167","370.180411753128","395.441384632115","439.220916221935","494.80274991997","577.451537235053","806.354512747851","1034.16442979806","1188.6195317366","1376.3479281208","1547.6942060653","1716.70772767288","1853.01969086922","1941.25953805961","2061.34995420275","2118.56410810781","1448.00973115761","1406.68979969815","1287.61240473129","1545.92842461268","1667.18756959757","1781.81787555997","2344.73068725577","2592.62716607932","2234.36268750579","2105.10774751013","2324.49977472726","3263.56262238902","4704.96154593883","5121.90540734464","5240.12879590406","5049.76611943426","3456.42359484227","3726.81142036099","3142.27793491612","2824.679625276","3056.62496707108","3623.24799633539","4773.24894374558","5866.09622382995","7323.03362855509","8801.59948420962","8570.02256200077","11249.464543278","13200.7850823986","12327.3174365132","12258.5031683848","12071.1582132348","8783.22598387817","8680.76879182018","9896.68478335903","9121.08340257783","8845.25911841876","6794.48915877166","7507.16097080234",
